id,synthetic,archetype,validation_confidence,archetype_distance,gender,age,education,employment,field,location,bank,tenure,digital_services,digital_frequency,digital_satisfaction,chatbot_interaction,perceived_usefulness,adoption_readiness,barriers,trust_privacy_barrier,governance_need,q14_1_ai_knowledge,q14_2_service_quality,q14_3_ai_credit_eval,q14_4_chatbot_preference,q14_5_privacy_concern,q14_6_job_replacement,q15_1_personalized_app,q15_2_fraud_detection_trust,q15_3_free_ai_advice,q15_4_transparency,q15_5_faster_ai_bank,q15_6_human_verification,q15_7_overall_readiness,q16_1_personalized_app,q16_2_fraud_detection_trust,q16_3_free_ai_advice,q16_4_transparency,q16_5_faster_ai_bank,q16_6_human_verification,q16_7_overall_readiness,q17_1_lack_knowledge,q17_2_data_misuse,q17_3_human_preference,q17_4_inaccurate_decisions,q17_5_extra_costs,comment
152,True,Traditionalist,0.609,1.172,Femer,26-35,Bachelor,I/e papune,Bujqesi,Tirane,Tirana Bank,3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,4,Nuk jam i/e sigurt,1.333,2.5,2.833,2.333,3.25,1,1,2,2,2,4,4,1,3,3,2,5,1,4,1,3,3,3,5,1,3,2,4,3,3,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
153,True,Cautious User,0.765,0.706,Femer,46-55,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Tregti / Sherbime,Shkoder,Intesa Sanpaolo Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Jo,2.333,3.25,4.0,4.333,4.5,3,2,2,3,5,4,4,3,2,5,4,5,3,4,3,2,5,4,5,3,2,4,5,4,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
154,True,Cautious User,0.868,0.396,Mashkull,36-45,Master,I/e punesuar,Finance / Banke / Sigurime,Zone rurale,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Disa here ne jave,3,Po,4.333,3.75,4.0,4.333,4.5,3,4,5,1,4,3,4,4,3,5,3,4,5,4,4,3,5,2,4,5,4,4,4,5,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
155,True,Cautious User,0.665,1.004,Femer,36-45,Doktorature,Student/e,Administrate publike,Qytet tjeter,Raiffeisen Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Nje here ne jave,3,Po,4.667,4.5,3.5,3.333,4.0,3,4,5,5,2,5,4,5,4,5,5,3,5,4,5,4,5,5,3,5,2,3,5,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
156,True,Early Adopter,0.766,0.701,Mashkull,26-35,Master,I/e punesuar,Teknologji / IT,Durres,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,5,Jo,5.0,3.5,3.333,4.0,4.25,4,5,5,3,3,4,4,5,2,3,5,5,3,3,5,2,3,5,5,3,1,5,4,4,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
157,True,Early Adopter,0.701,0.898,Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e dale ne pension,Tregti / Sherbime,Qytet tjeter,Raiffeisen Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,3.333,3.75,2.333,3.0,3.0,2,3,3,4,4,4,3,4,4,4,5,3,3,3,4,4,4,5,3,3,1,2,1,3,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
158,True,Traditionalist,0.743,0.771,Femer,55+,Master,I/e vetepunesuar,Arsim,Elbasan,BKT (Banka Kombetare Tregtare),3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,2,Po,1.667,2.75,3.5,3.0,3.75,3,1,1,4,2,2,3,3,2,3,3,5,3,2,3,2,2,3,5,3,4,5,4,2,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
159,True,Cautious User,0.702,0.895,Femer,18-25,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,Credins Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,2.0,3.25,3.667,4.0,4.5,3,3,1,2,3,4,3,2,3,5,3,4,4,3,2,3,5,3,4,4,2,4,4,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
160,True,Early Adopter,0.747,0.758,Mashkull,18-25,Bachelor,I/e papune,Ndertim / Inxhinieri,Zone rurale,Intesa Sanpaolo Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,4.0,5.0,3.833,4.333,4.0,5,4,4,3,5,3,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,3,4,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
161,True,Cautious User,0.719,0.844,Femer,36-45,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Tirane,Tirana Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon),Disa here ne jave,3,Po,4.667,4.5,3.5,3.667,4.5,3,4,5,5,3,4,5,5,4,5,4,5,5,5,4,4,5,4,4,5,3,5,3,3,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
162,True,Traditionalist,0.822,0.535,Femer,26-35,Bachelor,I/e punesuar,Teknologji / IT,Tirane,Raiffeisen Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon),Nje here ne jave,2,Jo,2.333,3.25,4.167,4.333,4.5,4,4,2,3,4,3,3,1,3,4,4,5,3,3,1,3,4,3,5,3,5,5,4,4,3,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
163,True,Professional / Expert,0.582,1.255,Femer,36-45,Bachelor,I/e dale ne pension,Tregti / Sherbime,Tirane,Raiffeisen Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,4,Nuk jam i/e sigurt,3.0,2.5,2.833,2.667,4.0,5,2,3,4,2,3,2,4,3,5,3,5,2,2,5,3,5,3,5,2,1,3,4,3,4,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
164,True,Early Adopter,0.792,0.623,Mashkull,26-35,Bachelor,Student/e,Tregti / Sherbime,Shkoder,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Jo,5.0,3.5,2.833,3.0,3.5,4,5,5,5,3,2,4,5,3,5,4,3,3,4,5,3,5,4,3,3,2,4,3,2,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
165,True,Cautious User,0.642,1.073,Preferoj te mos pergjigjem,18-25,Master,I/e punesuar,Tregti / Sherbime,Tirane,Credins Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Nje here ne jave,3,Po,4.0,4.25,3.167,3.0,3.5,4,3,4,4,3,4,3,5,4,4,5,4,5,3,5,4,4,5,4,5,2,4,3,2,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
166,True,Cautious User,0.733,0.8,Mashkull,36-45,Bachelor,I/e papune,Finance / Banke / Sigurime,Zone rurale,Credins Bank,Mbi 5 vjet,"Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Jo,4.0,3.75,3.333,3.333,3.75,4,5,3,4,4,4,5,4,4,5,2,4,4,5,4,4,5,2,5,4,3,3,3,3,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
167,True,Early Adopter,0.842,0.475,Femer,18-25,Bachelor,I/e papune,Administrate publike,Tirane,Raiffeisen Bank,1-3 vjet,Karta debiti/krediti per pagesa online,Cdo dite,3,Po,4.0,4.0,2.667,3.0,3.5,5,5,4,5,3,3,5,3,3,3,4,5,4,5,3,2,3,4,5,4,3,2,1,4,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
168,True,Professional / Expert,0.68,0.959,Mashkull,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Korce,Raiffeisen Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Po,4.667,3.0,3.0,2.667,3.75,5,5,4,3,2,3,2,5,4,4,2,5,4,2,5,4,4,1,5,4,2,4,3,2,5,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
169,True,Early Adopter,0.599,1.204,Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e papune,Tregti / Sherbime,Tirane,Tirana Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Nuk jam i/e sigurt,3.0,3.0,2.667,2.667,3.0,4,4,2,3,2,4,3,3,3,1,2,5,4,3,3,3,1,2,5,3,3,4,1,2,4,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
170,True,Cautious User,0.809,0.574,Femer,26-35,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Zone rurale,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Nuk jam i/e sigurt,3.0,4.25,3.833,4.333,4.5,4,3,4,4,5,4,4,2,5,5,4,5,4,4,2,5,5,4,5,4,1,5,5,3,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
171,True,Early Adopter,0.718,0.845,Mashkull,18-25,Bachelor,Student/e,Shendetesi / Mjekesi,Tirane,Credins Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,4.0,5.0,2.667,2.667,2.75,5,3,5,4,3,3,5,4,5,3,5,3,5,4,4,5,3,5,3,5,2,3,3,2,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
172,True,Early Adopter,0.739,0.784,Femer,26-35,Arsim i mesem (gjimnaz/profesional),Student/e,Arsim,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,3,Jo,4.667,3.0,3.0,3.667,4.5,5,5,5,5,2,4,3,4,3,4,2,5,4,3,4,3,4,2,5,4,2,5,3,4,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
173,True,Early Adopter,0.784,0.647,Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e dale ne pension,Tregti / Sherbime,Shkoder,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,5.0,3.75,2.0,2.333,3.5,3,5,5,5,2,3,3,5,4,4,4,5,4,3,5,5,4,4,5,4,2,2,2,3,1,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
174,True,Cautious User,0.765,0.706,Femer,18-25,Bachelor,I/e punesuar,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Jo,5.0,3.5,3.5,4.0,4.5,2,5,5,3,4,5,2,5,4,5,3,5,5,2,5,4,5,3,5,5,3,5,3,3,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
175,True,Early Adopter,0.665,1.005,Mashkull,36-45,Master,I/e papune,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,5,Po,4.667,4.75,3.833,5.0,4.5,3,5,5,5,5,3,4,4,5,5,5,3,5,4,4,5,4,5,3,5,2,5,3,5,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
176,True,Traditionalist,0.753,0.742,Mashkull,36-45,Bachelor,Student/e,Tregti / Sherbime,Zone rurale,Credins Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Rralle ose kurre,4,Po,2.0,1.75,5.0,5.0,5.0,2,2,1,1,5,5,1,3,2,5,2,5,2,1,3,1,5,2,5,2,5,5,5,5,5,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
177,True,Early Adopter,0.879,0.364,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Vlore,OTP Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,3,Jo,4.333,4.5,2.833,3.0,3.5,4,4,5,5,3,5,5,4,4,5,4,3,5,4,4,4,5,4,3,5,2,3,3,3,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
178,True,Traditionalist,0.732,0.804,Mashkull,55+,Arsim baze (9-vjecar),I/e vetepunesuar,Administrate publike,Shkoder,Credins Bank,Mbi 5 vjet,"Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne muaj,4,Jo,4.0,2.75,4.167,4.667,4.0,1,4,3,2,4,5,4,5,3,3,2,3,2,4,5,3,3,2,3,2,2,5,5,5,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
179,True,Traditionalist,0.738,0.785,Femer,26-35,Bachelor,I/e punesuar,Arsim,Tirane,Raiffeisen Bank,Mbi 5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Nuk jam i/e sigurt,2.0,1.25,3.167,3.333,3.5,2,1,2,3,4,3,1,3,2,5,1,3,1,1,3,2,5,1,3,1,2,4,3,2,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
180,True,Cautious User,0.69,0.929,Mashkull,55+,Master,I/e vetepunesuar,Bujqesi,Korce,Raiffeisen Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,5,Po,4.0,2.75,2.833,3.333,3.5,5,5,3,4,4,3,3,4,3,3,3,5,2,3,4,3,3,3,5,2,1,4,2,2,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
181,True,Early Adopter,0.861,0.416,Femer,18-25,Bachelor,I/e vetepunesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,5,Po,4.0,4.0,2.667,3.333,3.75,4,4,3,5,3,5,5,5,4,3,4,5,3,5,5,4,3,4,5,3,2,5,2,2,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
182,True,Early Adopter,0.715,0.854,Mashkull,26-35,Bachelor,I/e punesuar,Bujqesi,Tirane,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Jo,5.0,4.75,2.0,2.0,3.0,4,5,5,5,2,2,5,5,5,4,5,4,4,5,5,5,4,5,4,4,1,2,2,2,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
183,True,Early Adopter,0.743,0.77,Femer,18-25,Master,I/e papune,Ndertim / Inxhinieri,Vlore,Raiffeisen Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Jo,3.667,3.5,3.333,3.667,3.5,3,3,3,5,4,4,3,5,3,3,4,4,4,3,5,3,3,4,4,4,2,4,4,3,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
184,True,Traditionalist,0.85,0.451,Mashkull,18-25,Bachelor,I/e punesuar,Administrate publike,Tirane,Intesa Sanpaolo Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Po,2.667,1.5,3.833,4.333,4.5,3,2,3,3,5,4,2,3,2,5,1,5,1,1,3,2,5,1,5,1,3,5,3,3,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
185,True,Early Adopter,0.656,1.031,Femer,18-25,Master,I/e dale ne pension,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,5,Po,4.0,4.5,2.333,2.0,2.5,4,4,4,5,2,2,5,4,3,2,5,4,5,5,5,3,2,5,4,5,3,2,2,2,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
186,True,Professional / Expert,0.572,1.283,Mashkull,46-55,Bachelor,I/e punesuar,Teknologji / IT,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,5,Po,3.333,4.5,2.333,2.0,3.5,5,3,3,3,2,4,5,4,4,5,4,5,5,5,3,4,5,4,5,5,3,2,3,2,2,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
187,True,Early Adopter,0.517,1.45,Mashkull,26-35,Master,I/e dale ne pension,Arsim,Korce,Raiffeisen Bank,3-5 vjet,"Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,3,Po,2.0,3.75,3.833,4.333,4.5,4,2,2,5,4,5,3,2,4,4,5,5,3,3,2,4,3,5,5,3,2,5,5,4,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
188,True,Cautious User,0.801,0.598,Femer,26-35,Master,I/e punesuar,Teknologji / IT,Tirane,Intesa Sanpaolo Bank,1-3 vjet,"Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Jo,3.667,3.75,3.167,4.0,3.75,3,4,5,4,5,5,5,2,2,3,5,5,3,5,2,2,2,5,5,3,1,5,2,2,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
189,True,Traditionalist,0.577,1.27,Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Jo,4.0,1.5,2.833,2.333,3.25,3,4,4,3,2,2,1,4,2,4,2,4,1,1,4,3,4,2,4,1,3,3,4,2,3,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
190,True,Cautious User,0.858,0.426,Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Elbasan,Credins Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,4,Po,4.333,3.5,4.0,4.333,4.25,3,5,4,5,5,5,3,4,4,5,3,4,4,3,4,4,5,3,4,4,3,5,3,3,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
191,True,Professional / Expert,0.835,0.495,Femer,26-35,Master,I/e vetepunesuar,Tregti / Sherbime,Vlore,Other,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon),Disa here ne jave,5,Nuk jam i/e sigurt,4.333,4.25,3.833,4.667,4.5,5,4,4,3,5,2,3,5,5,5,4,4,5,3,5,5,5,4,4,5,1,4,4,5,4,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
192,True,Traditionalist,0.815,0.555,Mashkull,18-25,Bachelor,I/e punesuar,Administrate publike,Vlore,Credins Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne muaj,3,Jo,2.0,3.0,4.5,4.667,4.25,1,3,1,3,5,5,3,2,4,5,2,3,3,3,2,4,5,2,3,4,4,5,5,4,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
193,True,Early Adopter,0.717,0.85,Mashkull,26-35,Doktorature,I/e papune,Tregti / Sherbime,Qytet tjeter,Intesa Sanpaolo Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,3.0,5.0,3.0,3.333,3.75,5,4,3,4,2,1,5,2,5,4,5,3,5,5,2,5,4,5,3,5,2,4,3,4,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
194,True,Early Adopter,0.663,1.011,Mashkull,26-35,Master,I/e punesuar,Tregti / Sherbime,Shkoder,Intesa Sanpaolo Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Po,3.0,3.75,2.333,2.333,3.25,2,3,1,5,2,1,4,5,4,4,4,4,3,4,5,4,5,3,3,3,2,3,3,2,2,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
195,True,Traditionalist,0.667,0.999,Mashkull,36-45,Arsim baze (9-vjecar),Student/e,Ndertim / Inxhinieri,Qytet tjeter,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,2,Nuk jam i/e sigurt,1.667,1.75,2.833,2.667,3.25,2,1,2,1,2,5,2,2,3,4,1,3,1,2,2,3,4,1,4,1,3,3,4,3,2,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
196,True,Early Adopter,0.808,0.575,Femer,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Korce,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,5,Po,4.333,3.75,3.5,3.667,3.5,4,5,4,5,4,5,5,4,4,3,3,4,3,5,4,4,3,3,4,3,2,4,5,3,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
197,True,Cautious User,0.673,0.98,Femer,26-35,Bachelor,I/e dale ne pension,Tregti / Sherbime,Zone rurale,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,4,Po,5.0,4.5,4.0,5.0,4.0,4,5,5,4,5,4,5,5,3,3,5,3,5,5,5,3,3,5,3,5,3,5,1,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
198,True,Early Adopter,0.788,0.637,Mashkull,36-45,Bachelor,I/e punesuar,Tregti / Sherbime,Durres,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,3.667,4.25,3.167,3.0,3.25,5,3,4,3,3,4,4,4,4,3,4,4,5,4,3,4,4,4,5,4,2,3,4,3,4,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
199,True,Cautious User,0.895,0.316,Mashkull,46-55,Bachelor,I/e punesuar,Arsim,Shkoder,Intesa Sanpaolo Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Nje here ne jave,3,Po,3.333,3.0,3.833,4.333,4.5,3,4,3,5,4,4,4,3,3,5,2,4,3,4,3,3,5,2,4,3,3,5,3,4,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
200,True,Early Adopter,0.799,0.603,Mashkull,55+,Bachelor,I/e punesuar,Administrate publike,Shkoder,Other,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Cdo dite,4,Nuk jam i/e sigurt,4.667,4.5,2.167,2.333,3.25,3,5,5,4,3,1,3,4,5,5,5,4,5,3,5,5,5,5,4,5,1,2,3,2,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
201,True,Early Adopter,0.718,0.845,Femer,18-25,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Durres,Credins Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,4,Po,3.667,3.0,2.333,3.0,3.75,4,5,3,3,3,2,4,3,2,4,3,5,3,4,3,2,4,3,5,3,2,4,2,2,1,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
